Company_Number,SYS_RESPNUM,SURVEY_POLE,SURVEY_CONTACT_FUNCTION,SURVEY_VALUE_CHAIN,MAXDIFF: Material selection support,MAXDIFF: Processing support,MAXDIFF: Application development support,MAXDIFF: Total system cost reduction,MAXDIFF: Efficient and reliable ordering process,MAXDIFF: Delivery &amp; inventory management,MAXDIFF: Low material price,MAXDIFF: Formula based or fixed material price,MAXDIFF: Material coloring solutions,MAXDIFF: Account manager relationship,MAXDIFF: Collaboration during your innovation process,MAXDIFF: Collaboration for growth,MAXDIFF: Support towards your sustainability goals,MAXDIFF: Material quality,MAXDIFF: Supplier expertise of your industry,MAXDIFF: Global service and operations,MAXDIFF: Local service and operations,MAXDIFF: Business services,"MAXDIFF: Credit limit, financing and payment terms",MAXDIFF: Broad material portfolio,Willing to Changing suppliers,Willing to Give more business,Willing to Recommend to others,Willing to Specify as supplier of choice,Willing to Pay for consulting services,Willing to Pay price premium,Changed material suppliers in past,Given more business in past,Recommended to others in past,Specify as supplier of choice in past,Paid for consulting services in past,Paid premium in past,Will - Order large quantity for lower price,Will accept - No sales rep for lower price,Will accept - Cancellation fees for lower price,Will accept - Longer lead times for lower price,Will accept - Broader materials specs for lower price,Will - Use own transportation for lower price,Will - Allocate more spending to supplier for lower price,Will - Give up support for lower price,Price Importance,Quality and service importance
1768,523,AMR,MANAGEMENT (SENIOR),Molder,6.747664,0.646249,3.297192,9.508808,6.986275,12.536156,13.69596,3.221315,0.026995,2.863346,3.523812,1.216716,0.103254,13.837748,1.8568,7.665679,11.035228,0.963556,0.120705,0.146542,5,5,5,5,2,2,1,1,1,1,0,0,4,4,3,4,2,3,3,2,50,50
1769,2017,AMR,ENGINEERING/DESIGN,Tier 2,11.417905,12.878037,12.24919,0.535003,0.933007,1.158967,1.115884,0.122494,12.117111,2.648116,12.696287,7.019089,3.010814,8.793482,10.013257,0.09347,0.587379,2.439441,0.007929,0.163138,5,5,5,5,2,2,1,1,1,1,0,0,4,3,3,3,2,2,3,1,30,70
1769,3278,AMR,ENGINEERING/DESIGN,Tier 1,10.260571,9.593508,12.291691,12.500157,0.068541,0.949697,4.556821,5.556507,0.327576,5.601787,12.556207,0.434905,7.655363,10.162808,2.583284,1.833662,0.374294,0.04479,0.048446,2.599385,4,4,4,4,1,2,1,1,1,1,0,0,4,2,2,2,2,4,2,2,50,50
1770,2646,PAC,ENGINEERING/DESIGN,Converter,0.430312,8.253605,1.193647,12.376033,0.289273,5.735611,12.505262,12.637587,0.029589,7.316389,1.615605,1.072768,0.101309,10.009424,0.282401,2.520858,8.305153,2.400063,12.873486,0.051625,2,4,4,4,2,2,1,1,1,1,0,0,3,2,2,2,3,2,4,2,55,45
1771,3047,AMR,SALES,Converter,1.715417,1.213172,0.134856,14.577078,3.815612,9.40547,14.538752,12.304755,2.032401,0.739174,0.43108,0.106733,1.044426,14.705092,2.410406,0.131193,2.158537,4.585131,13.785956,0.164759,2,4,5,4,3,3,1,1,1,1,0,0,3,3,4,3,3,4,3,2,50,50
1771,3054,AMR,PURCHASING,Tier 2,1.328601,0.744353,0.20481,11.784427,4.063741,8.620836,12.797377,10.726023,0.165528,6.805503,0.547814,0.316419,2.024341,12.165678,10.865672,0.407423,0.077134,6.985145,6.013927,3.355247,4,4,4,4,5,5,1,1,1,0,0,0,4,4,2,5,4,4,2,2,50,50
1772,1905,AMR,PURCHASING,Molder,4.225663,3.776672,0.354466,11.779183,12.063964,11.285595,11.358409,7.808756,1.612949,10.199117,0.182298,0.059733,1.227244,5.118891,5.356594,0.011082,0.804068,0.819313,11.942673,0.013332,1,5,5,5,2,2,1,1,1,1,0,0,4,3,2,1,4,2,4,2,50,50
1773,2094,AMR,PURCHASING,Molder,7.132108,0.438974,3.440873,13.648659,9.199793,10.555221,13.760785,12.968423,2.309585,0.301998,1.035262,0.20454,0.98844,13.664552,1.896919,0.008133,0.412843,0.043535,7.889434,0.099922,5,5,5,5,1,1,1,1,1,1,0,0,4,1,1,1,4,1,5,1,50,50
1774,55,AMR,PURCHASING,Molder,0.343517,0.049833,0.101965,13.034971,10.137344,9.737985,13.092528,12.935007,0.10878,8.008556,0.015119,0.033458,1.386635,11.493053,0.565824,0.086974,2.599283,2.948689,12.237201,1.083279,3,4,4,3,2,1,1,1,1,1,0,0,2,3,2,1,2,4,4,2,65,35
1775,729,EUR,ENGINEERING/DESIGN,Tier 1,11.772679,1.116395,11.887319,5.450877,0.084567,0.755721,1.157804,0.146405,7.58657,0.611848,12.588734,9.144015,7.252517,11.641476,12.097149,3.67687,0.021327,0.186858,0.048342,2.772528,4,4,3,2,2,3,1,1,0,0,0,0,3,1,3,3,2,2,3,1,50,50
1775,1537,EUR,MANUFACTURING,Tier 1,0.812606,0.234746,11.93095,8.290567,1.336447,6.454582,10.183538,1.153604,0.833811,0.892261,7.928286,11.311722,7.040408,13.806348,9.942185,6.085856,0.579624,0.147241,0.68233,0.35289,4,4,4,4,2,2,1,1,1,0,0,0,4,2,3,2,2,2,4,2,60,40
1776,2963,PAC,PURCHASING,Tier 1,1.101042,7.202379,1.053399,7.819166,2.94164,10.899774,9.700408,13.395301,0.187057,0.846714,0.885942,0.378275,4.113216,13.969426,2.680347,0.169708,10.286693,1.208981,11.035107,0.125423,2,5,5,4,4,4,0,1,1,1,0,1,5,4,4,1,1,1,5,1,49,51
1777,573,AMR,PURCHASING,Converter,8.92692,2.308884,6.552588,3.336081,0.87349,4.266789,15.40888,7.473264,0.582677,12.686282,2.734484,8.734825,0.264204,14.861497,2.342178,2.011192,1.824176,4.431708,0.217292,0.16259,4,4,4,4,4,4,1,0,1,0,0,0,1,2,3,2,4,4,2,1,50,50
1778,2018,AMR,ENGINEERING/DESIGN,Tier 1,11.639044,12.086251,12.265486,3.038777,0.557636,0.212896,1.001012,2.213313,7.551487,0.230479,12.545176,0.023184,4.210991,13.309851,11.574152,2.052343,0.203315,0.075733,0.976536,4.23234,3,3,5,5,2,2,1,1,1,1,0,1,2,2,4,4,2,3,3,1,40,60
1779,2635,EUR,MANAGEMENT (SENIOR),Distributor,9.77503,1.576878,0.642089,10.966661,3.1543,7.009254,12.086011,13.083177,0.143961,12.460737,0.946708,0.063346,0.823602,13.046641,3.371767,0.19541,4.275793,0.702222,5.665346,0.011066,2,4,2,4,2,2,1,1,0,1,0,0,4,3,2,2,2,4,4,2,40,60
1780,3123,AMR,PURCHASING,Other,1.522543,0.111769,0.020927,12.485574,7.938481,10.744984,13.155202,12.79292,0.112236,13.088668,1.616353,0.922796,0.337791,11.68209,2.990807,0.061247,3.058057,0.146998,6.910612,0.299946,3,4,4,4,3,3,1,1,1,1,0,0,4,2,2,2,3,2,2,2,70,30
1780,3975,AMR,MANAGEMENT (SENIOR),Distributor,5.821187,1.90139,2.066696,9.413749,11.625991,9.557654,4.808347,12.959434,6.75169,0.145368,0.511108,0.708538,0.074394,12.708851,0.554519,0.052345,0.157707,0.714768,13.116354,6.349909,2,4,4,4,4,4,1,1,0,1,0,1,4,5,4,4,3,4,5,2,70,30
1781,1810,EUR,PURCHASING,Molder,9.510613,11.31043,7.953165,11.181578,0.510257,2.008996,1.035716,4.122807,0.236412,11.628705,9.635449,10.164207,0.118903,7.606242,5.901106,3.182992,3.587484,0.122458,0.160045,0.022438,2,4,4,4,2,1,0,1,1,1,0,0,4,2,1,1,4,2,4,1,20,80
1782,98,EUR,PURCHASING,Tier 1,0.33316,3.202939,3.140543,11.672228,10.707913,5.566892,10.28926,5.499432,0.557044,0.45894,3.707682,0.848371,0.475237,12.766018,1.750111,8.007163,0.083808,11.642776,9.189605,0.100877,3,4,4,3,3,3,0,0,0,0,0,0,4,1,2,2,3,2,3,1,70,30
1783,3583,EUR,SALES,Distributor,9.901881,2.559024,3.71525,15.205852,4.052307,1.354141,15.235213,13.728637,0.204018,0.349209,1.641693,0.310038,2.649945,13.669542,0.252353,0.245379,8.489356,0.149935,5.441803,0.844425,4,4,4,4,3,2,0,1,1,1,0,0,4,2,2,2,4,4,4,2,40,60
1783,3699,EUR,SALES,Tier 1,4.556806,6.199773,1.111411,7.859143,9.122436,12.447821,12.735844,5.484661,0.251289,8.471192,0.101229,0.745842,0.550514,12.73124,0.771039,7.331463,7.693281,1.346785,0.411398,0.076833,3,4,4,4,2,2,0,0,0,0,0,0,2,2,2,4,3,4,4,4,70,30
1784,3281,EUR,PURCHASING,OEM,3.170523,2.824694,0.997322,12.404269,8.576701,12.132084,13.013543,12.519499,5.914902,5.235701,1.793465,0.02612,9.029611,9.804008,0.080801,0.031527,0.735107,0.798749,0.85119,0.060185,5,5,4,5,3,3,1,1,0,1,0,0,4,4,3,2,2,4,4,3,40,60
1785,734,EUR,PURCHASING,Tier 2,1.065181,5.025925,0.386009,9.87725,10.284092,13.006784,13.633132,10.980114,0.896744,4.488258,0.30255,0.583619,0.861817,13.578818,0.248926,1.035697,0.198821,0.073033,13.456575,0.016656,2,3,5,4,2,2,0,1,1,1,0,0,2,2,1,1,2,2,2,1,50,50
1786,513,AMR,PURCHASING,Converter,2.696535,0.312382,7.917094,4.132238,4.885058,13.186564,9.25981,5.776323,0.076738,12.480129,8.71429,3.793902,1.530634,13.323583,0.669018,0.820421,0.919702,8.986115,0.248724,0.270738,3,3,4,4,2,2,1,0,1,1,0,0,4,2,2,2,2,2,4,2,40,60
1787,3180,PAC,MANAGEMENT (SENIOR),Molder,2.112633,3.886435,4.03045,10.049976,2.024303,2.020701,11.804998,13.916091,1.273339,12.951506,4.033993,9.886975,0.33663,6.53625,3.053319,0.217935,6.438123,1.238004,0.041653,4.146686,2,5,4,4,3,4,1,1,1,1,1,1,4,4,4,4,3,4,3,4,60,40
1788,1553,EUR,MANUFACTURING,Converter,0.780533,6.089964,3.991399,5.4701,8.480956,11.077718,12.989655,11.913079,0.849405,7.830897,1.761736,1.284268,0.013673,12.842613,1.272369,0.096005,0.260036,0.103338,12.879302,0.012952,5,5,1,5,1,1,1,1,0,1,0,0,4,2,1,4,1,5,3,2,40,60
1789,2371,MEA,ENGINEERING/DESIGN,Converter,1.707679,0.164946,1.947099,13.809627,8.970898,6.176622,14.663644,11.448503,0.295706,0.150966,0.657723,0.148168,2.554682,14.35111,0.61814,4.678967,6.338515,1.881703,8.979499,0.455803,1,5,1,5,1,1,1,1,0,1,0,0,5,1,3,1,3,1,5,4,55,45
1790,1769,EUR,PURCHASING,Molder,12.934863,9.768189,4.034689,1.539177,3.217453,5.469748,8.888974,3.348144,0.806786,12.877553,2.73456,12.50096,1.058475,8.026429,1.068646,0.534445,4.03742,0.17259,6.947121,0.033775,3,3,4,4,1,1,1,1,1,1,0,0,3,2,1,2,3,2,3,2,70,30
1791,1906,MEA,MANAGEMENT (SENIOR),Converter,0.290525,1.394484,0.559238,14.530935,2.397258,5.274133,12.836058,1.035033,1.934733,6.668767,9.542864,2.510959,6.674882,14.348383,0.291201,13.298291,1.858975,0.364712,4.118157,0.070412,5,5,5,5,3,4,1,1,1,1,0,1,4,4,4,3,3,4,4,4,80,20
1792,1552,EUR,MANUFACTURING,ODM,0.671813,2.228227,0.406895,13.687539,5.049436,7.338011,13.391442,11.22662,0.226075,1.248055,0.142728,1.033234,0.036603,11.362417,0.955237,2.759891,7.991128,6.335675,13.716127,0.192848,3,4,3,5,1,2,1,1,1,1,0,0,3,3,1,1,3,1,3,1,60,40
1793,3574,EUR,ENGINEERING/DESIGN,Other,12.55972,7.993883,13.058966,0.257545,3.739086,0.936013,0.008338,0.587766,3.215269,0.408851,13.237742,10.815186,0.701443,8.032802,12.507618,1.457862,9.413707,0.622843,0.052295,0.393063,4,4,4,4,3,3,1,1,1,0,0,0,3,3,3,3,3,3,3,1,30,70
1794,2230,EUR,MANAGEMENT (SENIOR),Converter,0.500077,1.787674,0.705393,10.083449,7.113987,5.811081,10.692302,12.078347,0.01487,12.724798,1.459499,1.432761,0.160185,11.616378,0.270315,0.084745,11.943104,2.718843,8.393007,0.409184,1,5,5,4,1,1,1,1,1,1,0,0,4,1,1,1,1,1,4,3,40,60
1795,1165,AMR,MANAGEMENT (SENIOR),Molder,0.59421,7.038036,12.543096,1.052121,12.582315,10.846847,6.675736,0.74539,1.001678,10.27168,7.659771,1.644346,0.367387,14.166835,4.478499,0.023347,0.24992,1.266524,3.269038,3.523224,1,5,5,5,2,2,1,1,1,1,0,0,4,2,1,4,2,1,5,4,40,60
1796,836,AMR,ENGINEERING/DESIGN,Molder,7.123344,9.040279,2.40849,2.618352,8.931567,9.151516,3.801333,3.463006,6.821241,12.320319,8.484653,0.240918,0.231357,10.782149,2.706993,0.713047,6.869801,0.178246,4.087767,0.025623,1,5,5,5,5,5,0,0,1,1,1,1,5,3,1,2,2,3,3,2,50,50
1797,97,EUR,MANAGEMENT (SENIOR),Other,0.350841,0.082597,0.117964,7.613767,11.038575,11.265536,10.427978,6.340775,0.005074,10.932354,0.390224,7.468966,0.766156,6.644826,0.153945,1.412404,7.328117,6.321045,11.225195,0.113661,2,3,3,5,1,1,1,1,1,1,0,0,4,1,3,2,4,4,3,4,70,30
1798,1778,EUR,SALES,Distributor,0.148859,4.635958,3.73945,12.621144,0.15338,4.579951,13.036567,5.087933,0.155303,4.436462,1.133183,10.364791,0.499158,5.903816,1.910775,0.79615,1.140838,3.318121,13.374485,12.963676,2,2,4,4,2,2,0,1,1,1,0,0,2,4,2,2,2,3,2,1,75,25
1799,3538,EUR,PURCHASING,Other,2.008726,0.119187,8.172531,9.601736,0.916816,0.926719,12.298949,7.804854,0.063616,13.016551,6.244647,0.651519,1.408904,5.427908,9.128906,0.075671,3.785405,8.47091,2.872408,7.004039,4,4,3,4,2,2,1,1,1,1,0,0,2,1,2,2,3,2,4,2,70,30
1800,2352,PAC,MANAGEMENT (SENIOR),Molder,4.455679,10.4801,0.254783,12.899317,4.985223,9.951678,12.62789,0.388511,2.650185,8.53597,0.120103,0.296728,1.085464,12.123053,8.537322,0.220958,3.064201,1.070175,6.038045,0.214615,4,4,4,4,2,2,1,1,0,1,0,0,4,2,2,2,4,4,4,2,70,30
1801,3268,PAC,MANAGEMENT (SENIOR),OEM,0.999773,1.436483,1.770205,13.522046,11.353942,12.467985,13.298213,8.012887,0.300839,5.115163,2.610904,3.329294,1.014016,10.59535,1.479874,0.194134,9.901214,0.445324,0.087172,2.065182,5,5,5,5,3,3,1,1,1,1,1,0,3,3,5,2,5,3,5,5,60,40
1802,1833,AMR,MANAGEMENT (SENIOR),OEM,9.09695,9.321761,11.71934,9.716186,1.050168,2.18841,6.964516,0.845156,0.053718,4.210165,12.27564,11.923723,0.109577,12.193825,4.929456,0.83202,0.273043,0.027266,0.006677,2.262403,3,2,4,4,3,4,1,1,1,1,0,1,4,2,4,2,2,4,3,3,50,50
1802,2704,AMR,ENGINEERING/DESIGN,Molder,11.667622,11.501964,11.456769,0.268765,3.2543,1.734998,0.041673,0.078624,1.907769,10.882069,11.436819,5.399134,3.652938,8.779165,10.963602,5.797473,0.539752,0.544733,0.002459,0.089373,4,4,4,4,4,4,1,1,1,1,0,1,2,2,4,4,2,4,4,1,30,70
1803,1568,EUR,PURCHASING,ODM,8.397196,1.186809,0.620695,7.134116,0.196315,1.437981,14.060139,13.071967,5.15427,11.439937,7.604503,1.946933,1.300915,12.720895,2.031701,0.046432,0.420938,0.601812,1.060555,9.565894,1,5,5,5,1,4,1,1,1,1,0,1,5,5,1,4,4,5,5,4,50,50
1804,2720,PAC,MANAGEMENT (SENIOR),Molder,1.26406,2.973439,0.401239,12.467868,4.678017,8.606101,12.33467,11.498196,0.40437,9.674781,5.851966,9.600055,0.187044,11.175569,1.622733,0.289685,1.509302,0.043611,4.808875,0.60842,3,4,4,2,2,2,1,1,1,0,0,0,4,2,1,2,2,1,1,1,50,50
1805,3365,EUR,MANAGEMENT (SENIOR),Molder,10.423044,12.352449,12.073043,5.688058,0.104264,0.541008,2.443867,0.710369,6.769476,0.225605,11.781563,8.52258,2.716092,12.47952,2.169815,0.021904,0.883661,0.180049,0.004255,9.909377,2,2,5,3,4,2,1,1,1,0,1,0,4,5,4,4,2,1,4,1,40,60
1806,1895,AMR,MANAGEMENT (SENIOR),Molder,1.440903,1.397433,0.371225,14.400556,5.608954,12.179216,14.575826,14.291614,0.043896,5.538814,0.908599,4.542017,3.033666,13.728418,0.805789,0.056725,0.160261,0.39563,6.435352,0.085105,4,5,5,5,2,1,1,1,1,0,0,0,4,3,2,1,2,1,4,2,75,25
1807,3345,EUR,ENGINEERING/DESIGN,Tier 1,7.520312,12.61032,10.835166,1.481972,1.178662,4.387265,11.559994,0.258744,13.053011,7.544705,5.078571,0.391659,0.095701,13.541658,4.243998,1.573436,3.65553,0.022257,0.247286,0.719754,4,4,5,4,3,1,1,1,1,1,0,0,2,2,1,1,4,4,4,2,20,80
1808,3632,EUR,PURCHASING,Converter,0.571362,8.365358,1.58258,9.69336,7.600837,7.449579,12.754919,11.29379,0.011488,4.288174,4.913127,3.14805,0.199136,12.777042,0.563016,5.013422,0.295946,0.16092,9.287914,0.02998,4,5,1,4,1,1,1,1,0,1,0,0,4,5,4,4,1,2,4,2,60,40
1809,1827,AMR,SUPPLY CHAIN,OEM,1.212071,5.067636,0.518159,11.829958,12.468059,13.116629,8.34035,3.535693,0.596832,10.238263,4.686492,0.515189,9.319169,13.473868,3.048377,0.863184,0.18551,0.923563,0.050432,0.010566,2,3,3,3,3,3,1,1,0,1,0,1,3,3,3,3,3,3,3,3,20,80
1810,1045,PAC,PURCHASING,ODM,2.000759,7.432634,0.803326,13.124472,3.116475,8.555887,12.718811,10.467114,0.035343,12.51835,0.449156,0.484832,0.119095,12.707536,3.591634,1.929961,9.531034,0.100721,0.068088,0.244774,5,5,4,5,1,1,1,1,1,1,0,0,4,2,3,3,1,1,5,3,70,30
1810,1125,PAC,ENGINEERING/DESIGN,Contract Manufacturer,2.372903,8.120378,1.172701,12.235599,5.922886,1.208615,9.449778,7.533447,0.08914,8.648152,0.856377,0.028256,1.517699,13.145516,10.825592,0.034494,9.456599,3.224202,3.640163,0.517502,2,4,4,4,3,3,1,1,0,1,0,0,4,1,3,2,2,2,4,2,45,55
1811,2384,AMR,MANAGEMENT (SENIOR),Molder,0.936988,1.05474,0.046187,10.555795,11.175821,11.276727,12.763231,12.639654,0.275453,6.592857,0.034472,0.049329,0.260392,12.640312,1.525599,0.852716,4.978773,0.130985,12.202385,0.007582,5,5,4,4,1,1,1,1,1,1,0,0,4,4,4,4,2,4,4,4,70,30
1812,3377,EUR,PURCHASING,Tier 1,5.216492,11.747724,3.290199,6.134031,11.377666,10.910285,9.466821,0.837129,1.844041,11.704042,1.750791,1.339752,0.07364,13.018925,3.193124,0.104469,1.864969,3.593666,2.488249,0.043986,2,4,4,4,1,1,1,1,1,0,0,0,4,4,2,4,2,4,4,2,40,60
1813,1584,EUR,PURCHASING,Converter,7.755363,3.276841,0.779341,2.972613,10.122128,11.092165,12.91748,12.763764,0.116888,9.662423,0.894732,0.01437,0.240912,12.600385,1.043481,0.610545,0.723812,0.656922,10.301249,1.454586,4,4,4,4,1,1,1,1,1,1,0,0,2,2,1,3,3,2,2,1,70,30
1814,93,EUR,ENGINEERING/DESIGN,Tier 2,12.349954,0.468366,12.203846,11.228878,4.184598,3.129064,7.028417,8.322845,0.552305,2.689359,7.591824,0.088084,0.513528,11.519592,6.837281,1.246043,1.322803,0.885479,7.18051,0.657223,4,4,4,4,2,4,1,1,0,1,0,1,4,1,1,1,2,2,4,2,40,60
1814,116,EUR,PURCHASING,Tier 1,0.58902,0.785155,3.972066,13.921986,13.351614,11.901752,14.169297,4.665872,0.316724,0.3523,0.789195,0.015249,0.529701,14.21247,4.96938,0.2132,4.558035,0.819162,9.527456,0.340366,4,4,4,4,1,1,1,1,1,1,0,0,1,2,1,1,1,1,5,1,50,50
1814,786,EUR,PURCHASING,Tier 1,7.59696,10.785947,2.655488,9.278659,1.27405,2.923118,12.257194,11.620242,1.653062,6.819576,2.668586,0.426679,0.189073,10.250211,11.432228,0.006904,0.053452,0.101544,7.968506,0.03852,3,4,4,3,3,3,1,1,0,1,0,0,4,2,2,2,2,2,3,3,70,30
1815,2952,PAC,ENGINEERING/DESIGN,Engineering,6.922182,0.881805,11.605077,13.593632,2.450068,0.791904,13.537609,0.477408,0.488865,2.586041,9.049087,0.195348,7.340754,13.30669,9.660637,2.469153,0.62628,3.967818,0.02192,0.027721,4,4,3,4,4,2,1,1,0,0,1,0,2,2,2,2,4,2,4,4,50,50
1816,1835,AMR,PURCHASING,Molder,8.939377,9.32056,10.023223,9.826129,0.432503,0.740238,12.591651,4.340912,1.618788,13.915352,1.289759,1.822815,0.271236,13.640291,5.96851,0.061913,1.302191,0.505747,0.160544,3.22826,4,4,4,4,3,2,1,1,1,1,0,0,4,3,2,2,4,3,4,2,70,30
1817,1998,AMR,PURCHASING,Tier 1,3.126685,0.281705,3.628514,14.512161,3.673055,2.403476,14.55362,13.321253,0.064551,0.419762,2.495729,0.093356,0.784282,13.776782,3.631611,0.03812,8.951041,4.238105,9.823175,0.183019,5,5,1,4,1,1,1,1,1,1,0,0,1,1,3,4,3,3,3,1,70,30
1817,2027,AMR,PURCHASING,Tier 1,5.810995,3.477906,7.099685,13.202885,2.802136,9.368537,12.96239,7.100983,4.716526,0.325498,8.148697,1.411107,0.107913,10.246545,10.59413,0.388758,0.16708,0.024803,1.837827,0.205597,4,4,4,4,3,2,1,1,1,1,0,0,3,2,3,2,4,3,4,2,60,40
1818,2999,PAC,PURCHASING,Converter,3.689542,0.972518,1.291228,14.365487,0.141692,6.060403,14.569599,12.921486,8.436054,0.569019,0.131026,0.072722,1.223086,11.677829,1.575916,0.612158,7.389844,0.130396,13.412292,0.757703,2,4,4,4,2,2,0,1,1,1,0,0,4,2,2,2,4,1,4,4,80,20
1819,1204,AMR,FINANCE,Molder,3.963631,9.866732,5.99147,0.535722,11.301351,8.046145,4.014469,4.712406,0.040745,13.347652,3.222761,8.790888,0.484549,13.033492,3.450396,0.044002,7.51402,0.24728,1.148548,0.24374,4,4,5,4,2,4,0,1,1,1,0,1,2,2,2,2,3,2,4,2,40,60
1819,1465,AMR,MANAGEMENT (SENIOR),Molder,3.936411,1.13765,10.196193,3.75969,7.056925,11.607372,7.760728,1.147216,9.384521,5.405773,12.185455,8.71445,0.033472,13.193137,2.712473,0.15673,0.61859,0.054071,0.481229,0.457916,4,4,4,4,2,4,1,1,1,1,0,1,2,2,2,2,1,1,3,2,50,50
1819,1939,AMR,SALES,Molder,12.254637,13.419133,11.099243,4.035441,1.251503,0.800319,0.542684,1.654073,3.122429,14.041496,11.853397,0.844171,1.026115,14.251752,7.07324,1.505792,0.693855,0.197091,0.300204,0.033427,3,3,3,3,3,3,0,0,0,0,0,0,1,2,2,1,1,2,3,1,20,80
1819,2079,AMR,SALES,Molder,1.7998,0.300327,5.006473,12.719842,8.287822,12.880041,12.99691,11.808852,0.173958,10.265491,0.362615,4.3793,0.272443,6.68939,2.178509,0.135512,4.267669,0.096792,4.00083,1.377423,3,5,5,5,3,3,1,1,1,0,0,0,4,3,2,4,3,4,4,3,40,60
1820,3055,AMR,PURCHASING,Other,3.168932,0.93142,0.289681,11.132467,1.495163,9.987275,13.240949,10.33487,10.446166,0.851884,2.1727,0.116036,1.235562,13.554117,4.666999,3.521498,5.249924,0.025323,3.924686,3.654348,2,4,5,4,1,1,0,1,1,0,0,0,3,3,1,4,2,3,3,2,70,30
1821,1353,AMR,MANAGEMENT (SENIOR),Converter,0.294604,0.707504,3.108664,4.00273,1.65732,6.395363,12.039094,12.578754,0.119787,9.221571,9.134214,12.804078,0.045736,12.72048,4.211626,1.61072,7.370634,0.412564,0.96707,0.597488,1,5,5,5,3,4,1,1,1,1,1,1,4,3,4,2,3,5,4,3,45,55
1821,1446,AMR,PURCHASING,Converter,2.573596,5.853574,2.02703,7.516801,7.594181,10.037102,7.76741,1.640499,0.035858,6.082263,7.341942,11.913548,0.273601,12.406987,11.744476,2.904585,0.767082,0.229377,1.269988,0.0201,5,5,5,5,2,2,1,1,1,1,0,0,4,3,1,4,2,3,5,2,50,50
1822,1009,PAC,ENGINEERING/DESIGN,ODM,8.045504,1.764126,0.909449,13.325141,2.043829,7.775649,13.781749,4.455199,0.41242,13.871551,4.757241,3.740735,4.49633,13.448714,0.620155,0.042056,5.328924,0.969183,0.19017,0.021876,5,5,5,5,1,2,1,1,1,1,0,0,4,4,1,4,4,1,5,2,50,50
1822,1696,PAC,ENGINEERING/DESIGN,ODM,12.055842,2.862919,3.696353,5.09525,0.306299,5.028717,0.656873,1.935525,2.454244,13.473157,11.378199,4.228599,0.344042,12.627781,13.19383,0.194037,3.047426,0.285534,0.009668,7.125705,2,4,4,5,2,2,1,1,1,1,0,0,4,2,2,4,2,2,4,1,50,50
1822,2543,PAC,ENGINEERING/DESIGN,ODM,12.281746,10.612214,12.124034,0.164428,0.200497,0.023361,1.438212,0.096183,7.12843,0.537975,11.709912,1.917404,8.461565,11.884254,11.004391,0.529948,2.874616,1.388796,0.002134,5.619897,5,5,5,5,3,3,1,1,0,1,0,0,3,3,3,4,4,4,4,4,60,40
1823,1039,PAC,MANAGEMENT (SENIOR),Molder,2.916175,2.776708,1.339122,12.93307,13.42897,11.570029,3.944446,0.475241,0.212134,7.981302,2.336864,0.018735,1.742751,13.00494,6.99059,0.248447,2.940544,3.296497,11.787512,0.055922,2,4,4,4,2,2,0,1,1,1,0,0,4,4,3,1,4,2,4,1,40,60
1824,1685,AMR,MANAGEMENT (SENIOR),Distributor,1.64819,6.588246,10.092826,10.907832,6.567111,2.03363,12.876522,2.763671,2.477067,1.090436,4.986555,0.281165,0.062627,12.021889,0.574585,0.326984,11.175964,1.238845,11.187633,1.098221,2,5,4,4,4,3,0,1,1,1,0,0,4,2,2,2,3,4,3,2,50,50
1825,1647,AMR,ENGINEERING/DESIGN,OEM,12.573085,6.223717,4.655617,6.944432,1.725635,3.721005,7.92927,3.686254,0.581049,12.24144,12.962117,1.284876,0.031779,12.103905,9.189176,3.041885,0.209322,0.182811,0.067107,0.645516,4,4,5,4,3,3,1,1,1,1,1,1,4,1,2,2,2,2,4,2,40,60
1826,1356,AMR,ENGINEERING/DESIGN,OEM,10.350091,11.524972,3.855993,1.581694,1.894709,1.030886,0.150428,0.448739,11.621826,8.259943,10.84427,0.591441,9.405701,12.282992,10.841677,1.944449,3.179266,0.064663,0.002923,0.123337,3,4,2,3,2,2,1,1,0,0,0,0,3,3,3,3,3,3,3,3,40,60
1827,1473,AMR,ENGINEERING/DESIGN,OEM,11.914188,7.886592,11.432327,4.057808,0.031934,0.669605,3.788069,1.462464,0.794261,3.221541,11.070848,1.228291,0.147596,10.601426,7.238238,12.134456,11.616146,0.253481,0.003981,0.446748,4,4,4,4,3,4,1,1,1,1,0,0,4,2,2,1,4,4,3,1,50,50
1828,2213,EUR,MANUFACTURING,Molder,0.624668,2.825297,1.1451,13.186003,5.109672,10.52398,12.946957,9.01467,0.007249,12.300952,4.478733,0.22437,1.325892,12.96088,0.092822,2.643321,0.490843,0.953317,9.130344,0.014929,1,5,4,4,3,3,1,1,1,1,1,0,4,2,4,2,2,2,3,2,50,50
1829,3178,PAC,MANAGEMENT (SENIOR),Molder,8.799973,3.232597,2.252701,11.816402,8.320502,8.896149,12.395142,10.21582,0.668715,11.175767,0.233165,0.333869,0.048908,5.952289,5.338453,0.021073,9.050199,0.41935,0.807338,0.021588,4,4,5,3,2,2,1,1,1,0,0,0,4,4,4,4,4,2,4,3,90,10
